"id_customer","first_name","last_name","email","country","signup_date"
"99","20","8","2024-07-14","1","339"
"100","4","19","2025-01-27","3","293"
"101","45","2","2024-06-21","3","957"
"101","45","2","2024-06-21","2","638"
"101","45","12","2024-06-21","1","35"
"101","45","3","2024-06-21","3","1261"
"101","45","4","2024-06-21","3","121"
"102","40","1","2025-01-07","2","59"
"102","40","8","2025-01-07","1","339"
"102","40","6","2025-01-07","2","428"
"103","48","20","2025-05-20","1","329"
"103","48","4","2025-05-20","1","40"
"103","48","7","2025-05-20","1","8"
"103","48","16","2025-05-20","1","211"
"104","27","19","2024-07-30","1","98"
"104","27","3","2024-07-30","3","1261"
"104","27","6","2024-07-30","2","428"
"104","27","3","2024-07-30","3","1261"
"105","3","4","2024-01-23","3","121"
"105","3","14","2024-01-23","3","1168"
"105","3","2","2024-01-23","1","319"
"105","3","15","2024-01-23","1","136"
"106","38","13","2025-01-20","1","458"
"106","38","10","2025-01-20","2","726"
"106","38","15","2025-01-20","3","407"
"107","23","14","2024-01-25","3","1168"
"107","23","14","2024-01-25","3","1168"
"107","23","19","2024-01-25","1","98"
"107","23","11","2024-01-25","3","560"
"107","23","7","2024-01-25","1","8"
"108","34","12","2025-08-23","1","35"
"108","34","3","2025-08-23","3","1261"
"108","34","2","2025-08-23","1","319"
"108","34","16","2025-08-23","2","422"
"108","34","13","2025-08-23","3","1374"
"109","23","20","2024-11-30","3","987"
"109","23","6","2024-11-30","3","642"
"109","23","11","2024-11-30","3","560"
"109","23","18","2024-11-30","1","334"
"110","24","14","2023-10-29","3","1168"
"111","22","6","2025-04-05","3","642"
"111","22","3","2025-04-05","1","420"
"112","9","1","2024-09-19","3","89"
"112","9","10","2024-09-19","2","726"
"112","9","18","2024-09-19","3","1003"
"112","9","5","2024-09-19","1","155"
"113","7","10","2024-07-09","2","726"
"113","7","16","2024-07-09","1","211"
"113","7","9","2024-07-09","3","619"
"113","7","11","2024-07-09","1","187"
"114","19","13","2025-01-30","2","916"
"114","19","3","2025-01-30","1","420"
"114","19","20","2025-01-30","2","658"
"114","19","1","2025-01-30","3","89"
"115","18","18","2024-02-01","1","334"
"115","18","19","2024-02-01","3","293"
"115","18","14","2024-02-01","3","1168"
"115","18","16","2024-02-01","2","422"
"116","10","10","2024-10-21","2","726"
"116","10","17","2024-10-21","1","133"
"116","10","18","2024-10-21","1","334"
"116","10","7","2024-10-21","1","8"
"117","45","2","2025-05-12","3","957"
"118","33","20","2025-08-24","1","329"
"118","33","9","2025-08-24","3","619"
"118","33","1","2025-08-24","3","89"
"119","31","12","2024-06-25","3","106"
"120","16","3","2024-08-28","2","840"
"121","17","2","2024-03-10","2","638"
"121","17","19","2024-03-10","3","293"
"122","18","4","2025-01-05","2","81"
"122","18","9","2025-01-05","1","206"
"122","18","8","2025-01-05","3","1017"
"122","18","3","2025-01-05","3","1261"
"123","33","14","2024-05-19","2","778"
"123","33","20","2024-05-19","1","329"
"123","33","8","2024-05-19","1","339"
"124","30","6","2025-05-25","1","214"
"125","35","10","2023-11-09","2","726"
"126","33","14","2025-05-28","2","778"
"126","33","20","2025-05-28","3","987"
"126","33","14","2025-05-28","2","778"
"126","33","19","2025-05-28","1","98"
"127","48","8","2023-11-09","3","1017"
"127","48","19","2023-11-09","1","98"
"127","48","18","2023-11-09","1","334"
"128","1","12","2024-03-09","1","35"
"128","1","6","2024-03-09","2","428"
"129","35","15","2023-10-04","2","272"
"129","35","16","2023-10-04","1","211"
"129","35","10","2023-10-04","3","1089"
"130","13","6","2025-03-19","2","428"
"130","13","20","2025-03-19","2","658"
"130","13","5","2025-03-19","1","155"
"131","12","7","2025-08-07","3","24"
"132","43","2","2025-09-07","1","319"
"133","47","1","2025-03-23","3","89"
"133","47","8","2025-03-23","2","678"
"133","47","1","2025-03-23","1","30"
"133","47","15","2025-03-23","3","407"
"133","47","12","2025-03-23","3","106"
"134","23","1","2025-07-24","3","89"
"134","23","10","2025-07-24","1","363"
"134","23","19","2025-07-24","3","293"
"134","23","20","2025-07-24","3","987"
"135","30","2","2023-10-12","2","638"
"135","30","7","2023-10-12","2","16"
"136","47","16","2024-11-09","1","211"
"136","47","18","2024-11-09","3","1003"
"136","47","5","2024-11-09","2","311"
"137","5","20","2023-11-27","1","329"
"137","5","20","2023-11-27","2","658"
"137","5","20","2023-11-27","2","658"
"137","5","17","2023-11-27","1","133"
"138","24","14","2024-06-16","3","1168"
"138","24","3","2024-06-16","1","420"
"138","24","13","2024-06-16","3","1374"
"138","24","20","2024-06-16","1","329"
"138","24","16","2024-06-16","2","422"
"139","25","11","2024-06-28","3","560"
"139","25","5","2024-06-28","2","311"
"139","25","4","2024-06-28","3","121"
"139","25","11","2024-06-28","1","187"
"139","25","5","2024-06-28","1","155"
"140","16","4","2024-05-22","1","40"
"140","16","18","2024-05-22","2","668"
"140","16","9","2024-05-22","3","619"
"140","16","7","2024-05-22","3","24"
"141","30","17","2025-09-26","2","265"
"141","30","16","2025-09-26","2","422"
"142","26","10","2023-09-30","2","726"
"142","26","13","2023-09-30","3","1374"
"143","37","9","2025-02-04","3","619"
"143","37","9","2025-02-04","1","206"
"143","37","20","2025-02-04","3","987"
"144","27","8","2024-10-09","3","1017"
"144","27","9","2024-10-09","2","412"
"145","6","13","2024-07-24","1","458"
"146","6","5","2024-10-20","2","311"
"146","6","8","2024-10-20","3","1017"
"146","6","20","2024-10-20","1","329"
"147","42","18","2025-06-18","1","334"
"147","42","19","2025-06-18","2","196"
"147","42","12","2025-06-18","2","71"
"148","15","5","2025-04-04","1","155"
"148","15","5","2025-04-04","3","466"
"148","15","10","2025-04-04","1","363"
"149","4","9","2024-08-09","2","412"
"149","4","1","2024-08-09","2","59"
"149","4","8","2024-08-09","2","678"
"149","4","5","2024-08-09","1","155"
"149","4","11","2024-08-09","2","373"
"150","14","15","2024-07-16","2","272"
"150","14","8","2024-07-16","1","339"
"150","14","11","2024-07-16","2","373"
"150","14","10","2024-07-16","2","726"
"150","14","8","2024-07-16","2","678"
"151","47","11","2024-08-08","3","560"
"151","47","16","2024-08-08","1","211"
"152","44","15","2025-09-22","2","272"
"152","44","9","2025-09-22","1","206"
"152","44","18","2025-09-22","1","334"
"152","44","4","2025-09-22","1","40"
"153","39","7","2025-03-28","2","16"
"153","39","17","2025-03-28","2","265"
"154","1","6","2024-01-04","1","214"
"154","1","15","2024-01-04","3","407"
"154","1","19","2024-01-04","2","196"
"154","1","20","2024-01-04","1","329"
"155","2","11","2024-06-28","1","187"
"155","2","8","2024-06-28","1","339"
"155","2","3","2024-06-28","1","420"
"155","2","20","2024-06-28","3","987"
"155","2","19","2024-06-28","3","293"
"156","38","1","2025-09-26","1","30"
"157","44","20","2025-06-02","2","658"
"157","44","17","2025-06-02","1","133"
"157","44","4","2025-06-02","1","40"
"157","44","10","2025-06-02","3","1089"
"157","44","10","2025-06-02","1","363"
"158","27","15","2024-11-26","2","272"
"158","27","18","2024-11-26","3","1003"
"158","27","4","2024-11-26","1","40"
"159","28","13","2024-08-05","2","916"
"159","28","9","2024-08-05","3","619"
"159","28","9","2024-08-05","1","206"
"159","28","6","2024-08-05","2","428"
"160","37","10","2024-11-21","3","1089"
"160","37","8","2024-11-21","1","339"
"160","37","18","2024-11-21","3","1003"
"160","37","15","2024-11-21","3","407"
"161","24","10","2024-06-03","3","1089"
"161","24","7","2024-06-03","1","8"
"162","10","8","2025-02-23","2","678"
"163","36","4","2025-01-05","3","121"
"163","36","16","2025-01-05","1","211"
"163","36","8","2025-01-05","1","339"
"164","26","10","2025-09-01","1","363"
"164","26","8","2025-09-01","3","1017"
"164","26","19","2025-09-01","3","293"
"164","26","19","2025-09-01","1","98"
"165","50","12","2024-08-27","3","106"
"165","50","9","2024-08-27","2","412"
"165","50","10","2024-08-27","2","726"
"166","45","14","2024-04-27","3","1168"
"166","45","19","2024-04-27","1","98"
"166","45","2","2024-04-27","1","319"
"166","45","8","2024-04-27","2","678"
"166","45","9","2024-04-27","3","619"
"167","47","11","2023-12-27","2","373"
"168","32","19","2024-01-10","1","98"
"168","32","5","2024-01-10","1","155"
"168","32","13","2024-01-10","3","1374"
"168","32","13","2024-01-10","2","916"
"169","24","2","2025-08-18","1","319"
"169","24","13","2025-08-18","2","916"
"169","24","11","2025-08-18","3","560"
"170","39","1","2023-12-10","3","89"
"170","39","20","2023-12-10","2","658"
"170","39","18","2023-12-10","2","668"
"170","39","17","2023-12-10","1","133"
"170","39","18","2023-12-10","1","334"
"171","11","11","2024-02-26","2","373"
"171","11","9","2024-02-26","1","206"
"171","11","19","2024-02-26","3","293"
"171","11","11","2024-02-26","1","187"
"171","11","8","2024-02-26","2","678"
"172","31","12","2024-11-02","2","71"
"172","31","5","2024-11-02","3","466"
"172","31","14","2024-11-02","1","389"
"172","31","7","2024-11-02","3","24"
"173","33","16","2025-01-16","3","633"
"173","33","2","2025-01-16","3","957"
"173","33","8","2025-01-16","1","339"
"173","33","3","2025-01-16","2","840"
"173","33","17","2025-01-16","3","398"
"174","19","20","2024-04-06","2","658"
"174","19","1","2024-04-06","3","89"
"174","19","16","2024-04-06","2","422"
"175","43","2","2025-07-28","3","957"
"176","43","12","2024-04-16","3","106"
"176","43","12","2024-04-16","2","71"
"176","43","9","2024-04-16","2","412"
"176","43","17","2024-04-16","3","398"
"177","36","8","2024-05-29","2","678"
"177","36","11","2024-05-29","2","373"
"177","36","4","2024-05-29","1","40"
"177","36","1","2024-05-29","2","59"
"178","45","6","2025-07-26","2","428"
"178","45","5","2025-07-26","2","311"
"179","42","10","2024-12-17","3","1089"
"179","42","17","2024-12-17","3","398"
"179","42","15","2024-12-17","2","272"
"180","33","15","2025-08-29","2","272"
"180","33","11","2025-08-29","3","560"
"180","33","13","2025-08-29","1","458"
"180","33","12","2025-08-29","3","106"
"180","33","4","2025-08-29","1","40"
"181","36","14","2024-09-04","3","1168"
"181","36","10","2024-09-04","2","726"
"182","11","15","2024-09-30","3","407"
"182","11","18","2024-09-30","1","334"
"182","11","4","2024-09-30","1","40"
"183","22","3","2025-08-04","3","1261"
"183","22","15","2025-08-04","1","136"
"183","22","2","2025-08-04","3","957"
"184","38","15","2025-05-21","3","407"
"184","38","10","2025-05-21","3","1089"
"184","38","6","2025-05-21","2","428"
"185","47","18","2025-05-16","3","1003"
"185","47","15","2025-05-16","3","407"
"185","47","19","2025-05-16","2","196"
"185","47","4","2025-05-16","3","121"
"185","47","19","2025-05-16","2","196"
"186","45","1","2024-07-09","3","89"
"186","45","1","2024-07-09","2","59"
"186","45","10","2024-07-09","1","363"
"186","45","16","2024-07-09","2","422"
"187","24","8","2025-01-15","1","339"
"188","47","12","2023-10-29","3","106"
"188","47","8","2023-10-29","2","678"
"188","47","14","2023-10-29","1","389"
"189","6","2","2024-10-04","3","957"
"189","6","3","2024-10-04","3","1261"
"189","6","7","2024-10-04","3","24"
"190","2","5","2025-01-18","3","466"
"190","2","15","2025-01-18","1","136"
"190","2","15","2025-01-18","3","407"
"190","2","13","2025-01-18","2","916"
"191","44","4","2024-03-11","2","81"
"192","18","2","2025-06-24","1","319"
"193","33","16","2023-12-09","2","422"
"193","33","7","2023-12-09","3","24"
"194","34","14","2024-02-05","3","1168"
"194","34","7","2024-02-05","3","24"
"194","34","15","2024-02-05","2","272"
"194","34","10","2024-02-05","2","726"
"195","42","16","2024-11-25","1","211"
"195","42","2","2024-11-25","2","638"
"195","42","12","2024-11-25","2","71"
"195","42","14","2024-11-25","3","1168"
"196","38","7","2024-11-14","1","8"
"197","35","8","2023-10-18","1","339"
